,minimum,maximum
DM_dump_e,0.0,0.0
DM_duri_e,0.0,0.0
DM_eca4colipa_e,0.0,0.0
DM_enlipa_e,0.0,0.0
DM_enter_e,0.0,29.306432673914948
DM_etha_e,0.0,0.0
DM_ethso3_e,0.0,0.0
DM_etoh_e,0.0,420.04703972416365
DM_f6p_e,0.0,0.0
DM_fald_e,0.0,0.0
DM_fe2_e,-1000.0,999.9922365000001
DM_fe3_e,-1000.0,999.9922365000001
DM_fe3dcit_e,0.0,0.0
DM_fe3dhbzs_e,0.0,0.0
DM_fe3hox_e,0.0,0.0
DM_fe3hox-un_e,0.0,0.0
DM_fecrm_e,0.0,0.0
DM_fecrm-un_e,0.0,0.0
DM_feenter_e,0.0,29.306432673914763
DM_feoxam_e,0.0,0.0
DM_feoxam-un_e,0.0,0.0
DM_for_e,0.0,1000.0
DM_fru_e,0.0,0.0
DM_frulys_e,0.0,0.0
DM_fruur_e,0.0,0.0
DM_fuc-L_e,0.0,0.0
DM_fum_e,0.0,0.0
DM_fusa_e,0.0,0.0
DM_g1p_e,0.0,0.0
DM_g3pc_e,0.0,0.0
DM_g3pe_e,0.0,0.0
DM_g3pg_e,0.0,0.0
DM_g3pi_e,0.0,0.0
DM_g3ps_e,0.0,0.0
DM_g6p_e,0.0,0.0
DM_gal_e,0.0,0.0
DM_gal-bD_e,0.0,0.0
DM_gal1p_e,0.0,0.0
DM_galct-D_e,0.0,0.0
DM_galctn-D_e,0.0,0.0
DM_galctn-L_e,0.0,0.0
DM_galt_e,0.0,0.0
DM_galur_e,0.0,0.0
DM_gam_e,0.0,0.0
DM_gam6p_e,0.0,0.0
DM_gbbtn_e,0.0,0.0
DM_gdp_e,0.0,0.0
DM_glc_e,-8.16,0.0
DM_glcn_e,0.0,8.16000000000031
DM_glcr_e,0.0,0.0
DM_glcur_e,0.0,0.0
DM_glcur1p_e,0.0,0.0
DM_gln-L_e,0.0,0.0
DM_glu-L_e,0.0,205.70255000001126
DM_gly_e,0.0,496.0986159388044
DM_glyald_e,0.0,337.0239757500216
DM_glyb_e,0.0,0.0
DM_glyc_e,0.0,333.7360041644056
DM_glyc-R_e,0.0,252.76809331252358
DM_glycogenn1_c,-2.382669277709723,-0.07709349999981896
DM_bglycogenn1_c,0.0,0.0
DM_glyc2p_e,0.0,0.0
DM_glyc3p_e,0.0,0.0
DM_glyclt_e,0.0,499.6826510182119
DM_gmp_e,0.0,0.0
DM_gsn_e,0.0,0.0
DM_gthox_e,0.0,0.0
DM_gthrd_e,0.0,81.75412182550846
DM_gtp_e,0.0,0.0
DM_gua_e,0.0,124.17488269358043
DM_h_e,-1000.0,1000.0
DM_h2_e,0.0,0.0
DM_h2o_e,-389.7757273000375,1000.0
DM_h2o2_e,0.0,0.0
DM_h2s_e,0.0,496.74108264495425
DM_hacolipa_e,0.0,0.0
DM_halipa_e,0.0,0.0
DM_hdca_e,0.0,0.0
DM_hdcea_e,0.0,0.0
DM_hg2_e,0.0,0.0
DM_his-L_e,0.0,118.94963850000684
DM_hom-L_e,0.0,248.59926843784675
DM_hxa_e,0.0,146.9792027469969
DM_hxan_e,0.0,132.76666913208302
DM_idon-L_e,0.0,8.16000000000031
DM_ile-L_e,0.0,147.65289881213016
DM_imp_e,0.0,0.0
DM_indole_e,0.0,91.91562975000603
DM_inost_e,0.0,0.0
DM_ins_e,0.0,86.73687096311981
DM_isetac_e,0.0,0.0
DM_k_e,-2.8694887258842825,-0.092845
DM_kdo2lipid4_e,0.0,10.531999242187867
DM_lac-D_e,0.0,342.8343763333455
DM_lac-L_e,0.0,337.02397587116263
DM_lcts_e,0.0,0.0
DM_leu-L_e,0.0,140.82501909827647
DM_lipa_e,0.0,8.056457772487157
DM_lipa_cold_e,0.0,7.766250669212428
DM_lipoate_e,0.0,0.0
DM_lys-L_e,0.0,135.3484905939358
DM_lyx-L_e,0.0,0.0
DM_mal-D_e,0.0,0.0
DM_mal-L_e,0.0,257.1281875000137
DM_malt_e,0.0,0.0
DM_malthx_e,0.0,0.0
DM_maltpt_e,0.0,0.0
DM_malttr_e,0.0,0.0
DM_maltttr_e,0.0,0.0
DM_man_e,0.0,0.0
DM_man6p_e,0.0,0.0
DM_manglyc_e,0.0,0.0
DM_melib_e,0.0,0.0
DM_meoh_e,1e-06,1e-06
DM_met-D_e,0.0,0.0
DM_met-L_e,0.0,0.0
DM_metsox-R-L_e,0.0,0.0
DM_metsox-S-L_e,0.0,0.0
DM_mg2_e,-0.12753454999104746,-0.0041265
DM_mincyc_e,0.0,0.0
DM_minohp_e,0.0,0.0
DM_mmet_e,0.0,0.0
DM_mn2_e,-0.010168148966728706,-0.000329
DM_mnl_e,0.0,0.0
DM_mobd_e,-0.0021170766085742147,-6.850000000000001e-05
DM_mso3_e,0.0,0.0
DM_n2o_e,0.0,0.0
DM_na1_e,0.0,0.0
DM_nac_e,0.0,0.0
DM_nh4_e,-1000.0,-5.253139499992928
DM_ni2_e,-0.004744105976877983,-0.0001535
DM_nmn_e,0.0,0.0
DM_no_e,0.0,0.0
DM_no2_e,0.0,994.7468605000096
DM_no3_e,0.0,0.0
DM_novbcn_e,0.0,0.0
DM_o16a4colipa_e,0.0,0.0
DM_o2_e,-1000.0,0.0
DM_o2s_e,0.0,0.0
DM_ocdca_e,0.0,0.0
DM_ocdcea_e,0.0,0.0
DM_octa_e,0.0,0.0
DM_orn_e,0.0,153.2246544088145
DM_orot_e,0.0,0.0
DM_pacald_e,0.0,0.0
DM_peamn_e,0.0,0.0
DM_phe-L_e,0.0,103.18312514286345
DM_pheme_e,0.0,24.326145867817512
DM_pi_e,-21.52734798437629,-0.46334949999857145
DM_pnto-R_e,0.0,0.0
DM_ppa_e,0.0,0.0
DM_ppal_e,0.0,0.0
DM_pppn_e,0.0,0.0
DM_ppt_e,0.0,0.0
DM_pro-L_e,0.0,176.54150944928492
DM_progly_e,0.0,0.0
DM_psclys_e,0.0,0.0
DM_pser-L_e,0.0,0.0
DM_ptrc_e,0.0,154.19448293671994
DM_pydam_e,0.0,0.0
DM_pydx_e,0.0,0.0
DM_pydxn_e,0.0,0.0
DM_pyr_e,0.0,342.83758333334885
DM_quin_e,0.0,146.9303928571503
DM_r5p_e,0.0,0.0
DM_rfamp_e,0.0,0.0
DM_rib-D_e,0.0,0.0
DM_rmn_e,0.0,0.0
DM_sbt-D_e,0.0,0.0
DM_sel_e,0.0,0.0
DM_ser-D_e,0.0,0.0
DM_ser-L_e,0.0,342.37791804227555
DM_skm_e,0.0,0.0
DM_slnt_e,0.0,0.0
DM_so2_e,0.0,0.0
DM_so3_e,0.0,0.0
DM_so4_e,-496.86707120834916,-0.12599149999764622
DM_spmd_e,0.0,53.54445781099137
DM_succ_e,0.0,257.1257822500133
DM_sucr_e,0.0,0.0
DM_sulfac_e,0.0,0.0
DM_tartr-D_e,0.0,0.0
DM_tartr-L_e,0.0,0.0
DM_taur_e,0.0,0.0
DM_tcynt_e,0.0,0.0
DM_thm_e,0.0,0.0
DM_thr-L_e,0.0,243.6272830400153
DM_thrp_e,0.0,0.0
DM_thym_e,0.0,170.67537826614014
DM_thymd_e,0.0,93.34378660536998
DM_tma_e,0.0,0.0
DM_tmao_e,0.0,0.0
DM_tre_e,0.0,0.0
DM_trp-L_e,0.0,77.77476366257535
DM_tsul_e,0.0,0.0
DM_ttdca_e,0.0,0.0
DM_ttdcea_e,0.0,0.0
DM_ttrcyc_e,0.0,0.0
DM_tungs_e,0.0,0.0
DM_tym_e,0.0,0.0
DM_tyr-L_e,0.0,105.97185825483245
DM_tyrp_e,0.0,0.0
DM_uacgam_e,0.0,0.0
DM_udpacgal_e,0.0,0.0
DM_udpg_e,0.0,0.0
DM_udpgal_e,0.0,0.0
DM_udpglcur_e,0.0,0.0
DM_ump_e,0.0,0.0
DM_ura_e,0.0,222.77628321053632
DM_urea_e,0.0,224.69598850001813
DM_uri_e,0.0,112.27063736633495
DM_val-L_e,0.0,179.13770811765568
DM_xan_e,0.0,138.88092363158768
DM_xmp_e,0.0,0.0
DM_xtsn_e,0.0,87.91983726087507
DM_xyl-D_e,0.0,0.0
DM_xylu-L_e,0.0,0.0
DM_zn2_e,-0.005006808913708347,-0.000162
12DGR120tipp,0.0,0.0
12DGR140tipp,0.0,0.0
12DGR141tipp,0.0,0.0
12DGR160tipp,0.0,0.0
12DGR161tipp,0.0,0.0
12DGR180tipp,0.0,0.0
12DGR181tipp,0.0,0.0
12PPDRtex,-304.52990235001863,0.0
12PPDRtpp,-304.5156563594878,0.0
12PPDStex,-304.534103800018,0.0
12PPDStpp,-304.534103800018,0.0
14GLUCANabcpp,0.0,0.0
14GLUCANtexi,0.0,0.0
23CAMPtex,0.0,0.0
23CCMPtex,0.0,0.0
23CGMPtex,0.0,0.0
23CUMPtex,0.0,0.0
23DAPPAt2pp,0.0,0.0
23DAPPAtex,0.0,0.0
23PDE2pp,0.0,0.0
23PDE4pp,0.0,0.0
23PDE7pp,0.0,0.0
23PDE9pp,0.0,0.0
26DAHtex,0.0,0.0
2AGPA120tipp,0.0,0.0
2AGPA140tipp,0.0,0.0
2AGPA141tipp,0.0,0.0
2AGPA160tipp,0.0,0.0
2AGPA161tipp,0.0,0.0
2AGPA180tipp,0.0,0.0
2AGPA181tipp,0.0,0.0
2AGPE120tipp,0.0,0.0
2AGPE140tipp,0.0,0.0
2AGPE141tipp,0.0,0.0
2AGPE160tipp,0.0,0.0
2AGPE161tipp,0.0,0.0
2AGPE180tipp,0.0,0.0
2AGPE181tipp,0.0,0.0
2AGPEAT120,0.0,0.0
2AGPEAT140,0.0,0.0
2AGPEAT141,0.0,0.0
2AGPEAT160,0.0,0.0
2AGPEAT161,0.0,0.0
2AGPEAT180,0.0,0.0
2AGPEAT181,0.0,0.0
2AGPG120tipp,0.0,0.0
2AGPG140tipp,0.0,0.0
2AGPG141tipp,0.0,0.0
2AGPG160tipp,0.0,0.0
2AGPG161tipp,0.0,0.0
2AGPG180tipp,0.0,0.0
2AGPG181tipp,0.0,0.0
2AGPGAT120,0.0,0.0
2AGPGAT140,0.0,0.0
2AGPGAT141,0.0,0.0
2AGPGAT160,0.0,0.0
2AGPGAT161,0.0,0.0
2AGPGAT180,0.0,0.0
2AGPGAT181,0.0,0.0
2MAHMP,0.0,999.9998885
34dhpactex,0.0,0.0
3AMACHYD,0.0,158.64773708976972
3AMPtex,0.0,0.0
3CMPtex,0.0,0.0
3GMPtex,0.0,0.0
3HAD100,0.0,46.63093141379495
3HAD120,0.0,47.66000715225409
3HAD121,0.0,7.807870124801924
3HAD140,0.0,8.110376035667452
3HAD141,0.0,7.807870124801924
3HAD160,0.0,1.8728137415965498
3HAD161,0.047174,7.83773765476606
3HAD180,0.0,0.0
3HAD181,0.0,0.7513769182607786
3HAD40,0.0,45.58304678090068
3HAD60,0.0,45.583047027433885
3HAD80,0.0,45.583047027433885
3HPPtex,-158.64773708976935,0.0
3HPPtpp,0.0,158.64773708975974
3KGK,0.0,0.0
3NTD2pp,0.0,0.0
3NTD4pp,0.0,0.0
3NTD7pp,0.0,0.0
3NTD9pp,0.0,0.0
3OAS100,0.0,46.630931413794364
3OAS120,0.0,47.66000715225409
3OAS121,0.0,7.807870124801924
3OAS140,0.016301999999086547,42.20641343750144
3OAS141,0.0,7.807870125725067
3OAS160,0.0,1.8728137415965498
3OAS161,0.047174,7.83773765476606
3OAS180,0.0,0.0
3OAS181,0.0,0.7513769182607786
3OAS60,0.0,45.58304678090068
3OAS80,0.0,45.583047027433885
3OXCOAT,0.0,0.0
3PEPTabcpp,0.0,165.58035990278327
3PEPTtex,-56.65750768372447,0.0
3UMPtex,0.0,0.0
42A12BOOXpp,0.0,0.0
4HOXPACDtex,0.0,0.0
4HTHRS,0.0,0.0
4PCP,0.0,165.5803599027825
4PCPpp,0.0,165.5799948611203
4PEPTabcpp,0.0,165.57999486111842
4PEPTtex,-47.86390629469872,0.0
5DGLCNt2rpp,-8.16000000000031,0.0
5DGLCNtex,-8.160000000001219,0.0
5DOAN,0.00011550000000000002,37.797534518693844
5MTRtex,-53.54782981099129,-0.0033720000000130312
5MTRtpp,0.0033720000000130312,53.54782981099137
A5PISO,0.01222649999931491,21.076224984375678
AACPS1,0.0,993.516560416696
AACPS2,0.0,993.5536464166967
AACPS3,0.0,993.5406201666982
AACPS4,0.0,993.4799691667023
AACPS5,0.0,993.4821594167056
AACPS6,0.0,993.4821594166989
AACPS7,0.0,993.5023844166882
AACPS8,0.0,993.490157916706
AACPS9,0.0,993.4799706667138
AACTOOR,0.0,959.6155831190787
AADDGT,0.0,0.0
AAMYL,0.0,0.0
AAMYLpp,0.0,0.0
AB6PGH,0.0,0.0
ABTA,0.0,1000.0
ABUTt2pp,0.0,1000.0
ABUTtex,-211.12831758462764,0.0
ACACCT,0.0,0.0
ACACT1r,0.0,147.135844963866
ACACT2r,0.0,147.135844963866
ACACT3r,0.0,48.49533913492208
ACACT4r,0.0,48.49533763492214
ACACT5r,0.0,48.495337724838734
ACACT6r,0.0,15.668714809532165
ACACT7r,0.0,1.8744936260822676
ACACT8r,-0.05545416823603042,0.0
ACACt2pp,0.0,0.0
ACACtex,0.0,0.0
ACALDtex,-477.70055498042063,0.0
ACALDtpp,-477.70011521571996,0.0
ACANTHAT,0.0,0.0
ACBIPGT,0.0,0.0
ACCOAC,0.06349450000000001,999.782569
ACCOAL,0.0,1000.0
ACGAL1PPpp,0.0,0.0
ACGAL1Ptex,0.0,0.0
ACGALtex,0.0,0.0
ACGAM1PPpp,0.0,0.0
ACGAM1Ptex,0.0,0.0
ACGAMK,0.0,165.58035990278356
ACGAMT,0.0,0.0
ACGAptspp,0.0,0.0
ACGAtex,0.0,0.0
ACGK,0.1637169999996138,993.7532754166991
ACGS,0.1637169999995649,993.7510851667203
ACHBS,0.14115300000003117,147.78581330303885
ACKr,-1000.0,987.367514333424
ACLS,0.4247689999999901,179.56247711765863
ACM6PH,0.0,165.58035990278356
ACMAMUT,0.0,0.0
ACMANAptspp,0.0,0.0
ACMANAtex,0.0,0.0
ACMUMptspp,0.0,0.0
ACMUMtex,0.0,0.0
ACNAMt2pp,0.0,0.0
ACNAMtex,0.0,0.0
ACNML,0.0,0.0
ACOAD1f,-147.13584496386306,0.0
ACOAD2f,-147.13584496386306,0.0
ACOAD3f,-48.49533913492208,0.0
ACOAD4f,-48.49533763492214,0.0
ACOAD5f,-48.495337724838734,0.0
ACOAD6f,-8.121184273448558,0.0
ACOAD7f,-1.8744936260822676,0.0
ACOAD8f,0.0,0.0
ACOATA,-999.6704485000006,45.58304678090034
ACODA,0.16371699999984118,355.465956361207
ACOLIPAabctex,0.0,0.0
ACONIs,0.0,0.0
ACONMT,0.0,0.0
ACONTa,-326.7595469231534,1000.0
ACONTb,-326.7595469231534,1000.0
ACOTA,-355.465956361207,-0.1637169999995649
ACPPAT120,0.0,993.482159416701
ACPPAT140,0.0,993.482159416701
ACPPAT141,0.0,993.482159416705
ACPPAT160,0.0,993.5102946667088
ACPPAT161,0.0,993.5035561667105
ACPPAT180,0.0,993.4799691667141
ACPPAT181,0.0,993.4943159167016
ACPS1,0.0,0.0
ACS,0.0,993.6837571666929
ACSERtex,-205.7025500000107,0.0
ACSERtpp,0.0,205.7025500000104
ACt2rpp,-1000.0,0.0
ACt4pp,0.0,1000.0
ACtex,-487.996651500026,0.0
ADA,0.0,993.0309652500265
ADCL,0.00044599999999999154,0.01378417762662932
ADCS,0.00044599999999999154,0.013784177626629281
ADD,0.0,993.0309652500279
ADEt2rpp,-117.27549381111824,0.0
ADEtex,-117.27731678889543,0.0
ADK1,0.0,1000.0
ADK3,-999.4599850000035,999.625418500003
ADK4,-1000.0,0.0
ADMDC,0.0033720000000130312,53.54782981099176
ADNCYC,0.0,993.4821594167004
ADNK1,0.0,1000.0
ADNUC,0.0,1000.0
ADNt2pp,0.0,1000.0
ADNt2rpp,-1000.0,0.0
ADNtex,-79.56320731203463,0.0
ADOCBIK,0.0,0.0
ADOCBLS,0.0,0.0
ADOCBLabcpp,0.0,0.0
ADOCBLtonex,0.0,0.0
ADPRDP,0.0,283.85204554762794
ADPT,0.0,993.4904394166953
ADSK,0.1239284999987504,496.8650092762075
ADSL1r,0.14518099999972597,993.1213663500258
ADSL2r,0.21743099999973753,173.00756657247007
ADSS,0.14518099999972597,993.1761515025491
AGDC,0.0,331.16071980556677
AGM3PA,0.0,0.0
AGM3PApp,0.0,165.58035990278324
AGM3PH,0.0,0.0
AGM3Pt2pp,0.0,0.0
AGM4PA,0.0,0.0
AGM4PApp,0.0,165.58035990278276
AGM4PCP,0.0,0.0
AGM4PCPpp,0.0,165.5803599027833
AGM4PH,0.0,0.0
AGM4Pt2pp,0.0,0.0
AGMH,0.0,165.58035990278356
AGMHE,0.016301999999086547,20.4419975073425
AGMT,0.0,224.69598850001813
AGMt2pp,0.0,165.58035990278356
AGMtex,-114.91852973585566,0.0
AGPAT120,0.0,0.0
AGPAT140,0.0,0.0
AGPAT141,0.0,0.0
AGPAT160,0.030325500000000002,0.9372468130411283
AGPAT161,0.023587,0.7289851965903639
AGPAT180,0.0,0.0
AGPAT181,0.012156499999999999,0.3757115590092321
AGt3,0.0,0.0
AHCYSNS,0.00067,155.55019726924496
AICART,0.26345899999971284,173.1337115891363
AIRC2,0.21743099999973442,173.01104652899252
AIRC3,-173.0112272898629,-0.2174309999996978
AKGt2rpp,-205.7025500000109,0.0
AKGtex,-205.7025500000109,0.0
ALAALAD,0.0,999.987859
ALAALAabcpp,0.0,82.79182745139167
ALAALAr,0.012141000000000013,1000.0
ALAALAtex,-63.19313085937894,0.0
ALAGLUE,0.0,0.0
ALAR,0.012140999999747853,1000.0
ALATA_D2,0.0,999.9874715
ALATA_L,-1000.0,999.5197854999999
ALATA_L2,0.0,1000.0
ALATRS,0.0,0.0
ALAabcpp,0.0,1000.0
ALAt2pp,0.0,1000.0
ALAt2rpp,-1000.0,0.0
ALAt4pp,0.0,1000.0
ALAtex,-312.34267056412034,0.0
ALLK,0.0,0.0
ALLPI,0.0,0.0
ALLTAMH,0.0,172.79379628986223
ALLTN,0.0,172.79379628986115
ALLTNt2rpp,-149.7157130744766,0.0
ALLTNtex,-149.7156327907922,0.0
ALLULPE,0.0,0.0
ALLabcpp,0.0,0.0
ALLtex,0.0,0.0
ALPATE160pp,0.0,0.0
ALPATG160pp,0.0,0.0
ALTRH,0.0,0.0
AM3PA,0.0,0.0
AM4PA,0.0,0.0
AM4PCP,0.0,0.0
AMALT1,0.0,0.0
AMALT2,0.0,0.0
AMALT3,0.0,0.0
AMALT4,0.0,0.0
AMANAPEr,0.0,0.0
AMANK,0.0,0.0
AMAOTr,1e-06,1e-06
AMMQLT8,0.0001115,0.0034460444066573004
AMPN,0.0,1000.0
AMPTASECG,0.0,496.7410797083507
AMPTASEPG,0.0,0.0
AMPtex,0.0,0.0
ANHGMtex,-43.95964901087203,0.0
ANHMK,0.0,165.58035990278339
ANPRT,0.027617,91.94324675000561
ANS,0.027617,91.94324675000578
AOBUTDs,0.0,959.615583119108
AOXSr2,1e-06,1e-06
AP4AH,0.0,993.4821594167048
AP4AS,0.0,993.4799691667142
AP5AH,0.0,0.0
APCS,0.0,0.0
APG3PAT120,0.0,0.0
APG3PAT140,0.0,0.0
APG3PAT141,0.0,0.0
APG3PAT160,0.0,0.9372468130411291
APG3PAT161,0.0,0.7289851965903658
APG3PAT180,0.0,0.0
APG3PAT181,0.0,0.3757115590092308
APH120,0.0,993.4821594167031
APH140,0.0,993.479969166713
APH141,0.0,993.4799691667104
APH160,0.0,993.4799691667159
APH161,0.0,993.4799691667143
APH180,0.0,993.4799691667105
APH181,0.0,993.4821594167029
ARAI,0.0,0.0
ARBTNR1,0.0,500.0
ARBTNR2,0.0,500.0
ARBTNR3,0.0,500.0
ARBTNabcpp,0.0,1000.0
ARBTNexs,0.0,1000.0
ARBTNtex,0.0,1000.0
ARBTNtonex,0.0,1000.0
ARBTNtpp,0.0,1000.0
ARBTptspp,0.0,0.0
ARBTtex,0.0,0.0
ARBabcpp,0.0,1000.0
ARBt2rpp,-1000.0,1000.0
ARBt3ipp,0.0,1000.0
ARBtex,0.0,0.0
ARGAGMt7pp,-224.6959885000136,114.9185297358564
ARGDC,0.0,224.69598850001867
ARGDCpp,0.0,224.6959885000133
ARGORNt7pp,0.0,1000.0
ARGSL,0.14370999999982814,331.31443330556397
ARGSS,0.14370999999982814,331.31443330556397
ARGTRS,0.0,0.0
ARGabcpp,0.0,1000.0
ARGt3pp,0.0,1000.0
ARGtex,-114.37201725822266,0.0
ASCBPL,0.0,0.0
ASCBptspp,0.0,0.0
ASCBtex,0.0,0.0
ASNN,0.0,993.4821594166979
ASNNpp,0.0,858.9730223601649
ASNS1,0.0,662.3980567778094
ASNS2,0.0,993.5970851666972
ASNTRS,0.0,0.0
ASNabcpp,0.0,1000.0
ASNt2rpp,-1000.0,0.0
ASNtex,-227.68904957010884,0.0
ASO3t8pp,0.0,0.0
ASO3tex,0.0,0.0
ASP1DC,0.000288000000000288,0.008900571474707346
ASPCT,0.16016199999978004,222.93644831000844
ASPK,0.25866499999765846,999.0978565000025
ASPO3,0.0,0.03521597637303644
ASPO4,0.0,0.035217646649201656
ASPO5,0.0,0.03521764664919935
ASPO6,0.0,0.03521764664920089
ASPT,0.0,998.8391915000037
ASPTA,-1000.0,-1.1608084999975274
ASPTRS,0.0,0.0
ASPabcpp,0.0,1000.0
ASPt2_2pp,0.0,1000.0
ASPt2_3pp,0.0,1000.0
ASPt2pp,0.0,1000.0
ASPt2rpp,-1000.0,858.9730223601624
ASPtex,-257.1281875000113,0.0
ASR,0.0,0.0
AST,0.0,331.1607198055645
ATPHs,0.0,662.3199794444641
ATPM,0.0,1000.0
ATPPRT,0.04602799999997842,118.99566650000675
ATPS4rpp,-987.0129448333989,1000.0
BALAt2pp,0.0,0.0
BALAtex,0.0,0.0
BMOCOS,5.8e-05,0.001792561216019042
BMOGDS1,5.8e-05,0.001792365998779977
BMOGDS2,5.8e-05,0.0017925612160190427
BPNT,0.12392849999852888,496.86500826290916
BTNt2ipp,0.0,0.0
BTNtex,0.0,0.0
BTS5,1e-06,1e-06
BUTCT,0.0,0.0
BUTSO3abcpp,0.0,0.0
BUTSO3tex,0.0,0.0
BUTt2rpp,0.0,0.0
BUTtex,0.0,0.0
BWCOGDS1,0.0,0.0
BWCOGDS2,0.0,0.0
BWCOS,0.0,0.0
CA2t3pp,0.0,999.997524
CA2tex,0.002476,0.07652382061743163
CADVtpp,0.0,135.34849059393898
CAT,0.0,0.0
CAt6pp,-1000.0,-0.002476
CBIAT,0.0,0.0
CBItonex,0.0,0.0
CBIuabcpp,0.0,0.0
CBL1abcpp,0.0001115,0.0034460444066572752
CBL1tonex,0.0001115,0.003446044406657299
CBLAT,0.0001115,0.003446044406657299
CBMD,0.0,158.64773708975926
CBMKr,-537.2662750730617,335.09217945834905
CBPS,0.0,537.5711786980588
CCGS,0.0,0.0
CD2abcpp,0.0,1000.0
CD2t3pp,0.0,1000.0
CD2tex,0.0,0.0
CD2tpp,0.0,1000.0
CDAPPA120,0.0,993.4821594167012
CDAPPA140,0.0,993.4821594167036
CDAPPA141,0.0,993.4799691667041
CDAPPA160,0.0,993.4799691667084
CDAPPA161,0.0,993.4799691667098
CDAPPA180,0.0,993.4799691667041
CDAPPA181,0.0,993.4799691667041
