,minimum,maximum
DM_csn_e,0.0,0.0
DM_cu_e,0.0,0.0
DM_cu2_e,-0.000564810617598328,-0.000564809943598328
DM_cyan_e,0.0,0.0
DM_cynt_e,0.0,0.0
DM_cys-D_e,0.0,0.0
DM_cys-L_e,0.0,1.0021127678505604e-05
DM_cytd_e,0.0,6.451094648585176e-06
DM_dad-2_e,0.0,0.0
DM_damp_e,0.0,0.0
DM_dca_e,0.0,0.0
DM_dcmp_e,0.0,0.0
DM_dcyt_e,0.0,0.0
DM_ddca_e,0.0,0.0
DM_dgmp_e,0.0,0.0
DM_dgsn_e,0.0,0.0
DM_dha_e,0.0,1.9114361723193696e-05
DM_dimp_e,0.0,0.0
DM_din_e,0.0,0.0
DM_dms_e,0.0,0.0
DM_dmso_e,0.0,0.0
DM_dopa_e,0.0,0.0
DM_doxrbcn_e,0.0,0.0
DM_dtmp_e,0.0,0.0
DM_dump_e,0.0,0.0
DM_duri_e,0.0,0.0
DM_eca4colipa_e,0.0,0.0
DM_enlipa_e,0.0,0.0
DM_enter_e,0.0,5.636297661908737e-06
DM_etha_e,0.0,0.0
DM_ethso3_e,0.0,0.0
DM_etoh_e,0.0,2.15036583707251e-05
DM_f6p_e,0.0,0.0
DM_fald_e,0.0,0.0
DM_fe2_e,-1000.0,-0.012323461456201133
DM_fe3_e,-0.0006881171697728158,999.9869884213736
DM_fe3dcit_e,0.0,0.0
DM_fe3dhbzs_e,0.0,0.0
DM_fe3hox_e,0.0,0.0
DM_fe3hox-un_e,0.0,0.0
DM_fecrm_e,0.0,0.0
DM_fecrm-un_e,0.0,0.0
DM_feenter_e,0.0,5.636297818875787e-06
DM_feoxam_e,0.0,0.0
DM_feoxam-un_e,0.0,0.0
DM_for_e,0.0,0.00040933595033254555
DM_fru_e,0.0,0.0
DM_frulys_e,0.0,0.0
DM_fruur_e,0.0,0.0
DM_fuc-L_e,0.0,0.0
DM_fum_e,0.0,0.0
DM_fusa_e,0.0,0.0
DM_g1p_e,0.0,0.0
DM_g3pc_e,0.0,0.0
DM_g3pe_e,0.0,0.0
DM_g3pg_e,0.0,0.0
DM_g3pi_e,0.0,0.0
DM_g3ps_e,0.0,0.0
DM_g6p_e,0.0,0.0
DM_gal_e,0.0,0.0
DM_gal-bD_e,0.0,0.0
DM_gal1p_e,0.0,0.0
DM_galct-D_e,0.0,0.0
DM_galctn-D_e,0.0,0.0
DM_galctn-L_e,0.0,0.0
DM_galt_e,0.0,0.0
DM_galur_e,0.0,0.0
DM_gam_e,0.0,0.0
DM_gam6p_e,0.0,0.0
DM_gbbtn_e,0.0,0.0
DM_gdp_e,0.0,0.0
DM_glc_e,-8.16,-8.159990262498647
DM_glcn_e,0.0,3.210478649506854e-05
DM_glcr_e,0.0,0.0
DM_glcur_e,0.0,0.0
DM_glcur1p_e,0.0,0.0
DM_gln-L_e,0.0,0.0
DM_glu-L_e,0.0,4.308799810670821e-05
DM_gly_e,0.0,0.00012128473680350638
DM_glyald_e,0.0,6.059818422432528e-05
DM_glyb_e,0.0,0.0
DM_glyc_e,0.0,1.692091288225256e-05
DM_glyc-R_e,0.0,8.015850143494596e-05
DM_glycogenn1_c,-0.12920838975613727,-0.12920823556851246
DM_bglycogenn1_c,0.0,0.0
DM_glyc2p_e,0.0,0.0
DM_glyc3p_e,0.0,0.0
DM_glyclt_e,0.0,0.00012777870042091077
DM_gmp_e,0.0,0.0
DM_gsn_e,0.0,0.0
DM_gthox_e,0.0,0.0
DM_gthrd_e,0.0,4.6917071625436645e-06
DM_gtp_e,0.0,0.0
DM_gua_e,0.0,1.0865006352833717e-05
DM_h_e,-992.3592732926729,7.628702832405042
DM_h2_e,0.0,0.0
DM_h2o_e,36.29994385387283,536.2940983757796
DM_h2o2_e,0.0,0.0
DM_h2s_e,0.0,0.0003909602392707656
DM_hacolipa_e,0.0,0.0
DM_halipa_e,0.0,0.0
DM_hdca_e,0.0,0.0
DM_hdcea_e,0.0,0.0
DM_hg2_e,0.0,0.0
DM_his-L_e,0.0,8.191867707202372e-06
DM_hom-L_e,0.0,1.4108362422216025e-05
DM_hxa_e,0.0,7.93981231106411e-06
DM_hxan_e,0.0,1.1342965510752201e-05
DM_idon-L_e,0.0,3.210481693294298e-05
DM_ile-L_e,0.0,8.127372161020885e-06
DM_imp_e,0.0,0.0
DM_indole_e,0.0,5.609651546598093e-06
DM_inost_e,0.0,0.0
DM_ins_e,0.0,1.7992796106980347e-05
DM_isetac_e,0.0,0.0
DM_k_e,-0.1556079703913125,-0.15560765345218625
DM_kdo2lipid4_e,0.0,5.519653356262158e-07
DM_lac-D_e,0.0,0.0
DM_lac-L_e,0.0,1.8431709068289504e-05
DM_lcts_e,0.0,0.0
DM_leu-L_e,0.0,8.127367439325628e-06
DM_lipa_e,0.0,4.158645754990045e-07
DM_lipa_cold_e,0.0,4.005336339228671e-07
DM_lipoate_e,0.0,0.0
DM_lys-L_e,0.0,2.410471154462579e-05
DM_lyx-L_e,0.0,0.0
DM_mal-D_e,0.0,0.0
DM_mal-L_e,0.0,0.0
DM_malt_e,0.0,0.0
DM_malthx_e,0.0,0.0
DM_maltpt_e,0.0,0.0
DM_malttr_e,0.0,0.0
DM_maltttr_e,0.0,0.0
DM_man_e,0.0,0.0
DM_man6p_e,0.0,0.0
DM_manglyc_e,0.0,0.0
DM_melib_e,0.0,0.0
DM_meoh_e,1.6759938979178874e-06,1.6759938979178874e-06
DM_met-D_e,0.0,0.0
DM_met-L_e,0.0,0.0
DM_metsox-R-L_e,0.0,0.0
DM_metsox-S-L_e,0.0,0.0
DM_mg2_e,-0.006916013736536708,-0.006915988819758162
DM_mincyc_e,0.0,0.0
DM_minohp_e,0.0,0.0
DM_mmet_e,0.0,0.0
DM_mn2_e,-0.0005514026504174014,-0.0005514019924149849
DM_mnl_e,0.0,0.0
DM_mobd_e,-0.00011480660061759948,-0.00011480558200737531
DM_mso3_e,0.0,0.0
DM_n2o_e,0.0,0.0
DM_na1_e,0.0,0.0
DM_nac_e,0.0,0.0
DM_nh4_e,-8.804545642170005,-8.804277956324361
DM_ni2_e,-0.0002572653703304054,-0.0002572650633303957
DM_nmn_e,0.0,0.0
DM_no_e,0.0,0.0
DM_no2_e,0.0,0.0
DM_no3_e,0.0,0.0
DM_novbcn_e,0.0,0.0
DM_o16a4colipa_e,0.0,0.0
DM_o2_e,-262.9822361380592,-12.985268080794002
DM_o2s_e,0.0,0.0
DM_ocdca_e,0.0,0.0
DM_ocdcea_e,0.0,0.0
DM_octa_e,0.0,0.0
DM_orn_e,0.0,1.002112145137568e-05
DM_orot_e,0.0,0.0
DM_pacald_e,0.0,0.0
DM_peamn_e,0.0,0.0
DM_phe-L_e,1.0547118733938987e-14,1.7432074685241883e-05
DM_pheme_e,0.0,4.448462179453016e-06
DM_pi_e,-0.7769466231693265,-0.7769455192374588
DM_pnto-R_e,0.0,0.0
DM_ppa_e,0.0,0.0
DM_ppal_e,0.0,0.0
DM_pppn_e,0.0,0.0
DM_ppt_e,0.0,0.0
DM_pro-L_e,0.0,1.1219300008358246e-05
DM_progly_e,0.0,0.0
DM_psclys_e,0.0,0.0
DM_pser-L_e,0.0,0.0
DM_ptrc_e,0.0,0.0
DM_pydam_e,0.0,0.0
DM_pydx_e,0.0,0.0
DM_pydxn_e,0.0,0.0
DM_pyr_e,0.0,2.5175009614075705e-05
DM_quin_e,0.0,8.127366706689454e-06
DM_r5p_e,0.0,0.0
DM_rfamp_e,0.0,0.0
DM_rib-D_e,0.0,0.0
DM_rmn_e,0.0,0.0
DM_sbt-D_e,0.0,0.0
DM_sel_e,0.0,0.0
DM_ser-D_e,0.0,0.0
DM_ser-L_e,0.0,6.99254929072161e-05
DM_skm_e,0.0,0.0
DM_slnt_e,0.0,0.0
DM_so2_e,0.0,0.0
DM_so3_e,0.0,0.0
DM_so4_e,-0.21118122392131888,-0.2111609851882239
DM_spmd_e,0.0,8.746366403447094e-06
DM_succ_e,0.0,1.8766828555893955e-05
DM_sucr_e,0.0,0.0
DM_sulfac_e,0.0,0.0
DM_tartr-D_e,0.0,0.0
DM_tartr-L_e,0.0,0.0
DM_taur_e,0.0,0.0
DM_tcynt_e,0.0,0.0
DM_thm_e,0.0,0.0
DM_thr-L_e,0.0,1.517905474945902e-05
DM_thrp_e,0.0,0.0
DM_thym_e,0.0,1.0980591504616832e-05
DM_thymd_e,0.0,5.2932085022085185e-06
DM_tma_e,0.0,0.0
DM_tmao_e,0.0,0.0
DM_tre_e,0.0,0.0
DM_trp-L_e,0.0,4.567149036446838e-06
DM_tsul_e,0.0,0.0
DM_ttdca_e,0.0,0.0
DM_ttdcea_e,0.0,0.0
DM_ttrcyc_e,0.0,0.0
DM_tungs_e,0.0,0.0
DM_tym_e,0.0,0.0
DM_tyr-L_e,0.0,5.766344640639742e-06
DM_tyrp_e,0.0,0.0
DM_uacgam_e,0.0,0.0
DM_udpacgal_e,0.0,0.0
DM_udpg_e,0.0,0.0
DM_udpgal_e,0.0,0.0
DM_udpglcur_e,0.0,0.0
DM_ump_e,0.0,0.0
DM_ura_e,0.0,1.7494501684534036e-05
DM_urea_e,0.0,0.00015794763287590996
DM_uri_e,0.0,2.168667870411367e-05
DM_val-L_e,0.0,3.274691388022166e-05
DM_xan_e,0.0,1.2287805477573244e-05
DM_xmp_e,0.0,0.0
DM_xtsn_e,0.0,5.898150155642101e-06
DM_xyl-D_e,0.0,0.0
DM_xylu-L_e,0.0,0.0
DM_zn2_e,-0.0002715113354626984,-0.00027151101146269776
12DGR120tipp,0.0,0.0
12DGR140tipp,0.0,0.0
12DGR141tipp,0.0,0.0
12DGR160tipp,0.0,0.0
12DGR161tipp,0.0,0.0
12DGR180tipp,0.0,0.0
12DGR181tipp,0.0,0.0
12PPDRtex,-4.815717554873533e-05,0.0
12PPDRtpp,-4.815717554873533e-05,0.0
12PPDStex,-1.474534844418952e-05,0.0
12PPDStpp,-4.678125440216174e-05,0.0
14GLUCANabcpp,0.0,0.0
14GLUCANtexi,0.0,0.0
23CAMPtex,0.0,0.0
23CCMPtex,0.0,0.0
23CGMPtex,0.0,0.0
23CUMPtex,0.0,0.0
23DAPPAt2pp,0.0,0.0
23DAPPAtex,0.0,0.0
23PDE2pp,0.0,0.0
23PDE4pp,0.0,0.0
23PDE7pp,0.0,0.0
23PDE9pp,0.0,0.0
26DAHtex,0.0,0.0
2AGPA120tipp,0.0,0.0
2AGPA140tipp,0.0,0.0
2AGPA141tipp,0.0,0.0
2AGPA160tipp,0.0,0.0
2AGPA161tipp,0.0,0.0
2AGPA180tipp,0.0,0.0
2AGPA181tipp,0.0,0.0
2AGPE120tipp,0.0,0.0
2AGPE140tipp,0.0,0.0
2AGPE141tipp,0.0,0.0
2AGPE160tipp,0.0,0.0
2AGPE161tipp,0.0,0.0
2AGPE180tipp,0.0,0.0
2AGPE181tipp,0.0,0.0
2AGPEAT120,0.0,0.0
2AGPEAT140,0.0,0.0
2AGPEAT141,0.0,0.0
2AGPEAT160,0.0,0.0
2AGPEAT161,0.0,0.0
2AGPEAT180,0.0,0.0
2AGPEAT181,0.0,0.0
2AGPG120tipp,0.0,0.0
2AGPG140tipp,0.0,0.0
2AGPG141tipp,0.0,0.0
2AGPG160tipp,0.0,0.0
2AGPG161tipp,0.0,0.0
2AGPG180tipp,0.0,0.0
2AGPG181tipp,0.0,0.0
2AGPGAT120,0.0,0.0
2AGPGAT140,0.0,0.0
2AGPGAT141,0.0,0.0
2AGPGAT160,0.0,0.0
2AGPGAT161,0.0,0.0
2AGPGAT180,0.0,0.0
2AGPGAT181,0.0,0.0
2DGULRGx,-1000.0,1000.0
2DGULRGy,-1000.0,1000.0
2DGULRx,-1000.0,1000.0
2DGULRy,-1000.0,1000.0
2MAHMP,0.0,0.0002580439066619533
34dhpactex,0.0,0.0
3AMACHYD,0.0,1.2742910228236148e-05
3AMPtex,0.0,0.0
3CMPtex,0.0,0.0
3GMPtex,0.0,0.0
3HAD100,0.0,0.00027784346646259316
3HAD120,0.0,0.00017202926532801366
3HAD121,0.0,5.734307042044111e-05
3HAD140,0.0,0.0001720292039224386
3HAD141,0.0,0.0001872170840510797
3HAD160,0.0,0.0001720290601910507
3HAD161,0.07906333614037843,0.07915717024433425
3HAD180,0.0,0.0
3HAD181,0.0,9.383410395583103e-05
3HAD40,0.0,5.0991349322137704e-05
3HAD60,0.0,5.0991349322137704e-05
3HAD80,0.0,5.0991349322137704e-05
3HCINNMH,0.0,0.0
3HPPPNH,0.0,0.0
3HPPtex,-1.2742909801355395e-05,0.0
3HPPtpp,0.0,4.057405744306575e-05
3KGK,0.0,0.0
3NTD2pp,0.0,0.0
3NTD4pp,0.0,0.0
3NTD7pp,0.0,0.0
3NTD9pp,0.0,0.0
3OAR100,0.0,8.60145949280744e-05
3OAR120,0.0,0.0005941821331194757
3OAR121,0.0,0.0
3OAR140,0.027323715981114022,0.02749408172092105
3OAR141,0.0,0.0008359310814034238
3OAR160,0.0,0.0001720290676889714
3OAR161,0.07906333614037843,0.07929307813279579
3OAR180,0.0,0.0
3OAR181,0.0,0.00022974199241736532
3OAR40,0.0,4.828831873338324e-05
3OAR60,0.0,0.00015292226629897812
3OAR80,0.0,0.00015292226629897812
3OAS100,0.0,0.0001504082754521013
3OAS120,0.0,0.0001720291919993927
3OAS121,0.0,8.63521152753688e-05
3OAS140,0.027323715981114022,0.027494081829050374
3OAS141,0.0,5.734306276583556e-05
3OAS160,0.0,0.00017202906499846983
3OAS161,0.07906333614037843,0.07936643810789114
3OAS180,0.0,0.0
3OAS181,0.0,0.0003031019675127089
3OAS60,0.0,4.828834484271755e-05
3OAS80,0.0,4.828834484271755e-05
3OXCOAT,0.0,0.0
3PEPTabcpp,0.0,4.859927546769782e-05
3PEPTtex,-1.0529545871454382e-05,0.0
3UMPtex,0.0,0.0
42A12BOOXpp,0.0,0.0
4HOXPACDtex,0.0,0.0
4HTHRS,0.0,0.0
4PCP,0.0,4.859927278576606e-05
4PCPpp,0.0,4.7682307836322685e-05
4PEPTabcpp,0.0,1.9849531284282795e-05
4PEPTtex,-9.014615900734824e-06,0.0
5DGLCNR,-1000.0,1000.0
5DGLCNt2rpp,-1.1098662019648486e-05,0.0
5DGLCNtex,-1.1098662019648486e-05,0.0
5DOAN,0.00019357729520951602,0.00020350206010459702
5MTRtex,-0.005660204780175704,-0.005651451423773324
5MTRtpp,0.005651451423773324,0.005660204779909084
A5PISO,0.020491539392082814,0.020491539392310187
AACPS1,0.006830513130921645,0.007251688228812836
AACPS2,0.07864261801678651,0.0791923580937679
AACPS3,0.10108718053686602,0.10177972786936948
AACPS4,0.0,0.0024339326413082008
AACPS5,0.04065460550307111,0.041567946683892076
AACPS6,0.0,0.00012902197079878164
AACPS7,0.03358878649122883,0.03432459492429997
AACPS8,0.0,0.00017202927236238674
AACPS9,2.513990846876831e-06,0.00013153594452930406
AACTOOR,0.0,0.00017202919632830493
AADDGT,0.0,0.0
AAMYL,0.0,0.0
AAMYLpp,0.0,0.0
AB6PGH,0.0,0.0
ABTA,0.0,0.00020643512521800744
ABUTD,0.0,0.0002223808932305671
ABUTt2pp,0.0,1000.0
ABUTtex,-1.3762341340317619e-05,0.0
ACACCT,0.0,0.0
ACACT1r,0.26244807445854107,0.26245601427043974
ACACT2r,0.26244807445854107,0.26245601427043974
ACACT3r,0.2622635742130772,0.2624564434879329
ACACT4r,0.2620758482972831,0.262453929497086
ACACT5r,0.2620758482972831,0.262453929497086
ACACT6r,0.22772413405494352,0.22829438965207588
ACACT7r,0.14222711627920562,0.14239931547070075
ACACT8r,-0.0407484882660776,-0.04006286790118549
ACACt2pp,0.0,0.0
ACACtex,0.0,0.0
ACALD,0.0,999.5569861793759
ACALDtex,-7.475558529346227e-05,0.0
ACALDtpp,-8.015823491935858e-05,0.0
ACANTHAT,0.0,0.0
ACBIPGT,0.0,0.0
ACCOAC,0.106416394550267,0.10667569545293532
ACCOAL,0.0,1000.0
ACGAL1PPpp,0.0,0.0
ACGAL1Ptex,0.0,0.0
ACGALtex,0.0,0.0
ACGAM1PPpp,0.0,0.0
ACGAM1Ptex,0.0,0.0
ACGAMK,0.0,0.00014314153050664843
ACGAMT,0.0,0.0
ACGAptspp,0.0,0.0
ACGAtex,0.0,0.0
ACGK,0.2743886929849098,0.27449191056111455
ACGS,0.2743886929849098,0.27449191056111455
ACHBS,0.23657156667275103,0.23657969404500268
ACKr,0.4939130364328443,0.49701656890776946
ACLS,0.7119102520246642,0.7119205737805561
ACM6PH,0.0,0.00014315845900912325
ACMAMUT,0.0,0.0
ACMANAptspp,0.0,0.0
ACMANAtex,0.0,0.0
ACMUMptspp,0.0,0.0
ACMUMtex,0.0,0.0
ACNAMt2pp,0.0,0.0
ACNAMtex,0.0,0.0
ACNML,0.0,0.0
ACOAD1f,-0.26244807445854107,-0.2621106419972957
ACOAD2f,-0.26244807445854107,-0.2621106419972957
ACOAD3f,-0.26245056964567376,-0.2621106419972957
ACOAD4f,-0.2624480556548269,-0.26180802547695103
ACOAD5f,-0.26245392601638046,-0.26180802547695103
ACOAD6f,-0.14923201557826993,-0.1492296586731623
ACOAD7f,-0.1423991455426954,-0.1422271163044977
ACOAD8f,0.0,0.0
ACOATA,-0.00025804390581504744,0.00015292224943323172
ACODA,0.2743886929849098,0.2745571704983665
ACOLIPAabctex,0.0,0.0
ACONIs,0.0,0.0
ACONMT,0.0,0.0
ACONTa,0.9118630280213957,0.9142138496612606
ACONTb,0.9118630280213957,0.9142138496612606
ACOTA,-0.27486608507266996,-0.2743886929849098
ACPPAT120,0.0,0.00012902195338071465
ACPPAT140,0.0,0.0001290219485025612
ACPPAT141,0.0,0.00012902195328091948
ACPPAT160,0.0,0.05095437490076889
ACPPAT161,0.0,0.039660690023376306
ACPPAT180,0.0,0.0009215825666869515
ACPPAT181,0.020374219820038796,0.020655015551807366
ACPS1,0.0,0.0
ACS,0.0,0.0002580439066099949
ACSERtex,-3.993526129109082e-05,0.0
ACSERtpp,0.0,3.081905122481743e-05
ACt2rpp,-1000.0,0.0
ACt4pp,0.0,0.0
ACtex,-3.440585717956468e-05,0.0
ADA,0.0,0.0001720292945967981
ADCL,0.0007474932784714006,0.0007474941704713811
ADCS,0.0007474932784714006,0.0007474941704713811
ADD,0.0,0.0012289305081144564
ADEt2rpp,-1.109867020342159e-05,0.0
ADEtex,-1.109867020342159e-05,0.0
ADK1,0.0,2.7738871022952316
ADK3,-0.6495171299841189,2.125375355234617
ADK4,-0.0002580439067454976,0.0
ADMDC,0.005651451423773324,0.005660283742926151
ADNCYC,0.0,0.0001290219708129925
ADNK1,0.006709900682264063,0.006967944630587824
ADNUC,0.0,0.00025804390541498133
ADNt2pp,0.0,1000.0
ADNt2rpp,-1000.0,0.0
ADNtex,-1.2509180087945382e-05,0.0
ADOCBIK,0.0,0.0
ADOCBLS,0.0,0.0
ADOCBLabcpp,0.0,0.0
ADOCBLtonex,0.0,0.0
ADPRDP,0.0,3.68634094388698e-05
ADPT,0.0,0.00025804390700681114
ADSK,0.2077034097768202,0.2077034097768503
ADSL1r,0.24333497927326653,0.244553157833445
ADSL2r,0.36442553839788416,0.3644340940262325
ADSS,0.24333497927326653,0.2437436637901564
AGDC,0.0,0.0002862830498288685
AGM3PA,0.0,0.0
AGM3PApp,0.0,4.8599272181657285e-05
AGM3PH,0.0,0.0
AGM3Pt2pp,0.0,0.0
AGM4PA,0.0,0.0
AGM4PApp,0.0,1.984953132031647e-05
AGM4PCP,0.0,0.0
AGM4PCPpp,0.0,0.0001391068078937692
AGM4PH,0.0,0.0
AGM4Pt2pp,0.0,0.0
AGMH,0.0,0.0001431443395554545
AGMHE,0.02732205252368658,0.027323150874659318
AGMT,0.0,6.451097297527353e-05
AGMt2pp,0.0,2.0042245195040984e-05
AGMtex,0.0,0.0
AGPAT120,0.0,0.0
AGPAT140,0.0,0.0
AGPAT141,0.0,0.0
AGPAT160,0.0508253529513089,0.05082541360231081
AGPAT161,0.039531668070189215,0.0395317152441907
AGPAT180,0.0,0.0
AGPAT181,0.020374219820038796,0.020374244133039565
AGPR,-0.27449191056130706,-0.27438902041943314
AGt3,0.0,0.0
AHCYSNS,0.0011229159116049848,0.0011541000085155235
AICART,0.44155567635086157,0.4415767411616619
AIRC2,0.36441302921754726,0.3644340940283476
AIRC3,-0.36448032759224813,-0.3644340940283476
AKGDH,0.0,0.00034405854227426147
AKGt2rpp,-4.8840375604930486e-05,0.0
AKGtex,-4.8840375604930486e-05,0.0
ALAALAD,0.0,0.0002580438992553988
ALAALAabcpp,0.00224511203030886,0.0027712210652922394
ALAALAr,0.020348241914621076,0.02086432972799912
ALAALAtex,-1.0119368348857332e-05,0.0
ALAGLUE,0.0,0.0
ALAR,0.02034824191462107,0.022348704486277127
ALATA_D2,0.0,0.003671680803792361
ALATA_L,-1000.0,999.1951634283083
ALATA_L2,0.0,0.0005160879116900552
ALATRS,0.0,0.0
ALAabcpp,0.0,0.0003440586485699782
ALAt2pp,0.0,1000.0
ALAt2rpp,-1000.0,0.0
ALAt4pp,1000.0,1000.0
ALAtex,-2.0643511501550194e-05,0.0
ALCD19,-0.0002151896978643819,0.0
ALCD2x,-2.150366000641668e-05,0.0
ALDD19xr,0.0,0.0
ALDD2x,0.0,0.0018431651250026548
ALDD2y,0.0,0.0005160879724305789
ALDD3y,0.0,0.0
ALDD4,0.0,0.0
ALLK,0.0,0.0
ALLPI,0.0,0.0
ALLTAMH,0.0,6.707420083351658e-05
ALLTN,0.0,6.707420083351658e-05
ALLTNt2rpp,-1.4959065643693759e-05,0.0
ALLTNtex,-4.744502138376294e-05,0.0
ALLULPE,0.0,0.0
ALLabcpp,0.0,0.0
ALLtex,0.0,0.0
ALPATE160pp,0.0,0.0
ALPATG160pp,0.0,0.0
ALR2,0.0,0.0005160877938727992
ALR4x,0.0,0.0005160877938727992
ALTRH,0.0,0.0
AM3PA,0.0,0.0
AM4PA,0.0,0.0
AM4PCP,0.0,0.0
AMALT1,0.0,0.0
AMALT2,0.0,0.0
AMALT3,0.0,0.0
AMALT4,0.0,0.0
AMANAPEr,0.0,0.0
AMANK,0.0,0.0
AMAOTr,1.6759938979178874e-06,1.6759938979178874e-06
AMMQLT8,0.00018687331961784445,0.00018687354261784445
AMPMS2,0.00018687331961784445,0.0001868739928890944
AMPN,0.0,0.00025804390533806787
AMPTASECG,0.0,6.0716213588919005e-05
AMPTASEPG,0.0,0.0
AMPtex,0.0,0.0
ANHGMtex,-8.588720500533713e-06,0.0
ANHMK,0.0,4.906712433482355e-05
ANPRT,0.0462859234787983,0.04629153312931706
ANS,0.0462859234787983,0.04629153312931706
AOBUTDs,0.0,0.0001720292916558286
AOXSr2,1.6759938979178874e-06,1.6759938979178874e-06
AP4AH,0.0,0.0009215822515677985
AP4AS,0.0,0.0009215822515677985
AP5AH,0.0,0.0
APCS,0.0,0.0
APG3PAT120,0.0,0.0
APG3PAT140,0.0,0.0
APG3PAT141,0.0,0.0
APG3PAT160,0.0,0.0508253529513089
APG3PAT161,0.0,0.039531715244190704
APG3PAT180,0.0,0.0
APG3PAT181,0.0,0.020374292056258573
APH120,0.0,0.0
APH140,0.0,0.00031589527298248044
APH141,0.0,0.00012902195328091948
APH160,0.0,0.00012902195306621622
APH161,0.0,0.0001290219534402226
APH180,0.0,0.0001290219709444429
APH181,0.0,0.0007361296949402796
APPLDHr,0.0,0.0
APRAUR,0.0003737466392356889,0.0003737470852356895
ARAI,0.0,0.0
ARBTNR1,0.0,0.00010987662453014016
ARBTNR2,0.0,0.000142607623711247
ARBTNR3,0.0,0.00010987661626131747
ARBTNabcpp,0.0,0.0002847554899635238
ARBTNexs,0.0,0.0002847554899635238
ARBTNtex,0.0,0.0002847554899635238
ARBTNtonex,0.0,0.0002847554899635238
ARBTNtpp,0.0,0.0002847554899635238
ARBTptspp,0.0,0.0
