,minimum,maximum
DM_glycogenn1_c,-1.9076894591602662,-1.9076893046340047
DM_bglycogenn1_c,0.0,0.0
DM_glyc2p_e,0.0,0.0
DM_glyc3p_e,0.0,0.0
DM_glyclt_e,0.0,5.718032051049704e-05
DM_gmp_e,0.0,0.0
DM_gsn_e,0.0,0.0
DM_gthox_e,0.0,0.0
DM_gthrd_e,0.0,5.360656023029996e-06
DM_gtp_e,0.0,0.0
DM_gua_e,0.0,9.02847099260029e-06
DM_h_e,100.88725571843104,1000.0
DM_h2_e,0.0,0.0
DM_h2o_e,406.7644988715581,1000.0
DM_h2o2_e,0.0,0.0
DM_h2s_e,0.0,2.1442625084855393e-05
DM_hacolipa_e,0.0,0.0
DM_halipa_e,0.0,0.0
DM_hdca_e,0.0,0.0
DM_hdcea_e,0.0,0.0
DM_hg2_e,0.0,0.0
DM_his-L_e,0.0,7.3614050191128655e-06
DM_hom-L_e,0.0,1.7154099841931725e-05
DM_hxa_e,0.0,1.1436066394754363e-05
DM_hxan_e,0.0,1.009064586909858e-05
DM_idon-L_e,0.0,1.1436063932279694e-05
DM_ile-L_e,0.0,1.0721314052108966e-05
DM_imp_e,0.0,0.0
DM_indole_e,0.0,5.915205678275193e-06
DM_inost_e,0.0,0.0
DM_ins_e,0.0,5.655196707365917e-06
DM_isetac_e,0.0,0.0
DM_k_e,-2.2974625336208407,-2.297462347523432
DM_kdo2lipid4_e,0.0,7.068996633746716e-07
DM_lac-D_e,0.0,2.859016157685801e-05
DM_lac-L_e,0.0,1.9060107872448384e-05
DM_lcts_e,0.0,0.0
DM_leu-L_e,0.0,9.028474249994645e-06
DM_lipa_e,0.0,5.503989281702149e-07
DM_lipa_cold_e,0.0,5.299927724883302e-07
DM_lipoate_e,0.0,0.0
DM_lys-L_e,0.0,9.530056495954398e-06
DM_lyx-L_e,0.0,0.0
DM_mal-D_e,0.0,0.0
DM_mal-L_e,0.0,2.859017556033905e-05
DM_malt_e,0.0,0.0
DM_malthx_e,0.0,0.0
DM_maltpt_e,0.0,0.0
DM_malttr_e,0.0,0.0
DM_maltttr_e,0.0,0.0
DM_man_e,0.0,0.0
DM_man6p_e,0.0,0.0
DM_manglyc_e,0.0,0.0
DM_melib_e,0.0,0.0
DM_meoh_e,2.4745138106774e-05,2.4745138106774e-05
DM_met-D_e,0.0,0.0
DM_met-L_e,0.0,0.0
DM_metsox-R-L_e,0.0,0.0
DM_metsox-S-L_e,0.0,0.0
DM_mg2_e,-0.1021108206687102,-0.1021108123976029
DM_mincyc_e,0.0,0.0
DM_minohp_e,0.0,0.0
DM_mmet_e,0.0,0.0
DM_mn2_e,-0.008141151096572314,-0.008141150437128646
DM_mnl_e,0.0,0.0
DM_mobd_e,-0.0016950420976146008,-0.0016950419603140193
DM_mso3_e,0.0,0.0
DM_n2o_e,0.0,0.0
DM_na1_e,0.0,0.0
DM_nac_e,0.0,0.0
DM_nh4_e,-1000.0,-624.3263126083958
DM_ni2_e,-0.003798379007063375,-0.003798378699389809
DM_nmn_e,0.0,0.0
DM_no_e,0.0,0.0
DM_no2_e,494.3366501867516,870.0103375783601
DM_no3_e,0.0,0.0
DM_novbcn_e,0.0,0.0
DM_o16a4colipa_e,0.0,0.0
DM_o2_e,-956.8031353025874,-284.4946788781203
DM_o2s_e,0.0,0.0
DM_ocdca_e,0.0,0.0
DM_ocdcea_e,0.0,0.0
DM_octa_e,0.0,0.0
DM_orn_e,0.0,1.1436065014969188e-05
DM_orot_e,0.0,0.0
DM_pacald_e,0.0,0.0
DM_peamn_e,0.0,0.0
DM_phe-L_e,0.0,6.200274400569583e-06
DM_pheme_e,0.0,1.518061266060633e-06
DM_pi_e,-11.471179323009281,-11.471177907568375
DM_pnto-R_e,0.0,0.0
DM_ppa_e,0.0,0.0
DM_ppal_e,0.0,0.0
DM_pppn_e,0.0,0.0
DM_ppt_e,0.0,0.0
DM_pro-L_e,0.0,1.225292840301151e-05
DM_progly_e,0.0,0.0
DM_psclys_e,0.0,0.0
DM_pser-L_e,0.0,0.0
DM_ptrc_e,0.0,1.1436060599834263e-05
DM_pydam_e,0.0,0.0
DM_pydx_e,0.0,0.0
DM_pydxn_e,0.0,0.0
DM_pyr_e,0.0,2.8590170913389557e-05
DM_quin_e,0.0,9.709866384710608e-06
DM_r5p_e,0.0,0.0
DM_rfamp_e,0.0,0.0
DM_rib-D_e,0.0,0.0
DM_rmn_e,0.0,0.0
DM_sbt-D_e,0.0,0.0
DM_sel_e,0.0,0.0
DM_ser-D_e,0.0,0.0
DM_ser-L_e,0.0,2.8590169705466906e-05
DM_skm_e,0.0,0.0
DM_slnt_e,0.0,0.0
DM_so2_e,0.0,0.0
DM_so3_e,0.0,0.0
DM_so4_e,-3.117699091099949,-3.1176770677781387
DM_spmd_e,0.0,3.1571947085723417e-06
DM_succ_e,0.0,2.8590159992347708e-05
DM_sucr_e,0.0,0.0
DM_sulfac_e,0.0,0.0
DM_tartr-D_e,0.0,0.0
DM_tartr-L_e,0.0,0.0
DM_taur_e,0.0,0.0
DM_tcynt_e,0.0,0.0
DM_thm_e,0.0,0.0
DM_thr-L_e,0.0,2.144272139048553e-05
DM_thrp_e,0.0,0.0
DM_thym_e,0.0,1.1436065491754466e-05
DM_thymd_e,0.0,5.655198381415705e-06
DM_tma_e,0.0,0.0
DM_tmao_e,0.0,0.0
DM_tre_e,0.0,0.0
DM_trp-L_e,0.0,4.901171183235853e-06
DM_tsul_e,0.0,0.0
DM_ttdca_e,0.0,0.0
DM_ttdcea_e,0.0,0.0
DM_ttrcyc_e,0.0,0.0
DM_tungs_e,0.0,0.0
DM_tym_e,0.0,0.0
DM_tyr-L_e,0.0,6.200275791901078e-06
DM_tyrp_e,0.0,0.0
DM_uacgam_e,0.0,0.0
DM_udpacgal_e,0.0,0.0
DM_udpg_e,0.0,0.0
DM_udpgal_e,0.0,0.0
DM_udpglcur_e,0.0,0.0
DM_ump_e,0.0,0.0
DM_ura_e,0.0,1.7154096704441457e-05
DM_urea_e,0.0,4.2885251041013817e-05
DM_uri_e,0.0,7.3517565972736065e-06
DM_val-L_e,0.0,1.2252927612976805e-05
DM_xan_e,0.0,1.0090644369853408e-05
DM_xmp_e,0.0,0.0
DM_xtsn_e,0.0,5.655197162557357e-06
DM_xyl-D_e,0.0,0.0
DM_xylu-L_e,0.0,0.0
DM_zn2_e,-0.0040087126980090804,-0.004008712373297388
12DGR120tipp,0.0,0.0
12DGR140tipp,0.0,0.0
12DGR141tipp,0.0,0.0
12DGR160tipp,0.0,0.0
12DGR161tipp,0.0,0.0
12DGR180tipp,0.0,0.0
12DGR181tipp,0.0,0.0
12PPDRtex,-2.144261902170541e-05,0.0
12PPDRtpp,-2.14426270765955e-05,0.0
12PPDStex,-1.906011530561358e-05,0.0
12PPDStpp,-1.906011530561358e-05,0.0
14GLUCANabcpp,0.0,0.0
14GLUCANtexi,0.0,0.0
23CAMPtex,0.0,0.0
23CCMPtex,0.0,0.0
23CGMPtex,0.0,0.0
23CUMPtex,0.0,0.0
23DAPPAt2pp,0.0,0.0
23DAPPAtex,0.0,0.0
23PDE2pp,0.0,0.0
23PDE4pp,0.0,0.0
23PDE7pp,0.0,0.0
23PDE9pp,0.0,0.0
26DAHtex,0.0,0.0
2AGPA120tipp,0.0,0.0
2AGPA140tipp,0.0,0.0
2AGPA141tipp,0.0,0.0
2AGPA160tipp,0.0,0.0
2AGPA161tipp,0.0,0.0
2AGPA180tipp,0.0,0.0
2AGPA181tipp,0.0,0.0
2AGPE120tipp,0.0,0.0
2AGPE140tipp,0.0,0.0
2AGPE141tipp,0.0,0.0
2AGPE160tipp,0.0,0.0
2AGPE161tipp,0.0,0.0
2AGPE180tipp,0.0,0.0
2AGPE181tipp,0.0,0.0
2AGPEAT120,0.0,0.0
2AGPEAT140,0.0,0.0
2AGPEAT141,0.0,0.0
2AGPEAT160,0.0,0.0
2AGPEAT161,0.0,0.0
2AGPEAT180,0.0,0.0
2AGPEAT181,0.0,0.0
2AGPG120tipp,0.0,0.0
2AGPG140tipp,0.0,0.0
2AGPG141tipp,0.0,0.0
2AGPG160tipp,0.0,0.0
2AGPG161tipp,0.0,0.0
2AGPG180tipp,0.0,0.0
2AGPG181tipp,0.0,0.0
2AGPGAT120,0.0,0.0
2AGPGAT140,0.0,0.0
2AGPGAT141,0.0,0.0
2AGPGAT160,0.0,0.0
2AGPGAT161,0.0,0.0
2AGPGAT180,0.0,0.0
2AGPGAT181,0.0,0.0
2DGULRGx,-1000.0,1000.0
2DGULRGy,0.0,0.0001715409816207547
2DGULRx,-1000.0,1000.0
2DGULRy,0.0,0.00017154098132765583
2MAHMP,0.0,0.00017154096281046805
34dhpactex,0.0,0.0
3AMACHYD,0.0,0.0
3AMPtex,0.0,0.0
3CMPtex,0.0,0.0
3GMPtex,0.0,0.0
3HAD100,0.0,4.288524372331182e-05
3HAD120,0.0,8.577050548597143e-05
3HAD121,0.0,2.8590167867178812e-05
3HAD140,0.0,8.577050531315134e-05
3HAD141,0.0,2.8590167867178812e-05
3HAD160,0.0,8.577050585989454e-05
3HAD161,1.7689556878389112,1.7689562178317997
3HAD180,0.0,0.0
3HAD181,0.6016285427899962,0.6016285915228068
3HAD40,0.0,4.0001480258966166e-05
3HAD60,0.0,4.0001480258966166e-05
3HAD80,0.0,4.0001480258966166e-05
3HCINNMH,0.0,0.0
3HPPPNH,0.0,0.0
3HPPtex,0.0,0.0
3HPPtpp,0.0,0.0
3KGK,0.0,0.0
3NTD2pp,0.0,0.0
3NTD4pp,0.0,0.0
3NTD7pp,0.0,0.0
3NTD9pp,0.0,0.0
3OAR100,0.0,4.2885254754043687e-05
3OAR120,0.0,8.577050548597143e-05
3OAR121,0.0,2.8590167867178812e-05
3OAR140,0.40339524141563743,0.4034810119209506
3OAR141,0.0,2.8590167867178812e-05
3OAR160,0.0,8.577050585989454e-05
3OAR161,1.7689556878389112,1.7689562178317997
3OAR180,0.0,0.0
3OAR181,0.6016285427899962,0.6016285915228068
3OAR40,0.0,4.0001480258966166e-05
3OAR60,0.0,4.0001480258966166e-05
3OAR80,0.0,4.0001480258966166e-05
3OAS100,0.0,4.2885254754043687e-05
3OAS120,0.0,8.577050548597143e-05
3OAS121,0.0,2.8590167867178812e-05
3OAS140,0.40339524141563743,0.4034810119209506
3OAS141,0.0,2.8590167867178812e-05
3OAS160,0.0,8.577050585989454e-05
3OAS161,1.7689556878389112,1.7689562178317997
3OAS180,0.0,0.0
3OAS181,0.6016285427899962,0.6016285915228068
3OAS60,0.0,4.0001480258966166e-05
3OAS80,0.0,4.0001480258966166e-05
3OXCOAT,0.0,0.0
3PEPTabcpp,0.0,1.3195463225479376e-05
3PEPTtex,-3.4308204610589144e-06,0.0
3UMPtex,0.0,0.0
42A12BOOXpp,0.0,0.0
4HOXPACDtex,0.0,0.0
4HTHRS,0.0,0.0
4PCP,0.0,1.3195462441883965e-05
4PCPpp,0.0,1.3195463122117612e-05
4PEPTabcpp,0.0,1.3195462441883965e-05
4PEPTtex,-3.0094903280541985e-06,0.0
5DGLCNR,-1000.0,1000.0
5DGLCNt2rpp,-1.2252922376276842e-05,0.0
5DGLCNtex,-1.225293149342832e-05,0.0
5DOAN,0.0028580634513323973,0.0028685659612714422
5MTRtex,-0.08344376289232525,-0.08344060569606881
5MTRtpp,0.08344060569606881,0.08344376289177768
A5PISO,0.30254643106172807,0.3025478448611867
AACPS1,0.10076303983673629,0.10093458085003763
AACPS2,1.76892709766487,1.7690414583392382
AACPS3,1.5007316007927516,1.500903141813268
AACPS4,0.0,8.577049891300703e-05
AACPS5,0.0,8.577049995039943e-05
AACPS6,0.0,8.577049527236369e-05
AACPS7,0.5041582812471631,0.5043298222699177
AACPS8,0.0,8.577050024882737e-05
AACPS9,0.0,0.00012288820738604045
AACTOOR,0.0,8.577050064673131e-05
AADDGT,0.0,0.0
AAMYL,0.0,0.0
AAMYLpp,0.0,0.0
AB6PGH,0.0,0.0
ABTA,0.0,5.718032645241067e-05
ABUTD,0.0,2.859016227318989e-05
ABUTt2pp,0.0,1000.0
ABUTtex,-1.55946329272183e-05,0.0
ACACCT,0.0,0.0
ACACT1r,3.8748630375077306,3.874914475048134
ACACT2r,3.8748630375098734,3.8749144750515185
ACACT3r,3.8748630375098734,3.8749063413774563
ACACT4r,3.874823036037508,3.874869223670296
ACACT5r,3.8747801507946127,3.874869223670296
ACACT6r,3.3705360990219515,3.3706229294923866
ACACT7r,1.5007316008330953,1.5008174928820928
ACACT8r,0.0,0.0
ACACt2pp,0.0,0.0
ACACtex,0.0,0.0
ACALD,257.15923671400026,1000.0
ACALDtex,-3.430820197536377e-05,0.0
ACALDtpp,-3.430820197536377e-05,0.0
ACANTHAT,0.0,0.0
ACBIPGT,0.0,0.0
ACCOAC,2.77443725709952,2.7746087981239214
ACCOAL,0.0,1000.0
ACGAL1PPpp,0.0,0.0
ACGAL1Ptex,0.0,0.0
ACGALtex,0.0,0.0
ACGAM1PPpp,0.0,0.0
ACGAM1Ptex,0.0,0.0
ACGAMK,0.0,1.319546278449879e-05
ACGAMT,0.0,0.0
ACGAptspp,0.0,0.0
ACGAtex,0.0,0.0
ACGK,4.051199775425744,4.0513713164283445
ACGS,4.051199775425744,4.0513713164283445
ACHBS,3.4928504791854493,3.492861200499147
ACKr,-992.6806462969643,-249.83971146997595
ACLS,10.510967568476296,10.510979821399582
ACM6PH,0.0,1.3195458858583642e-05
ACMAMUT,0.0,0.0
ACMANAptspp,0.0,0.0
ACMANAtex,0.0,0.0
ACMUMptspp,0.0,0.0
ACMUMtex,0.0,0.0
ACNAMt2pp,0.0,0.0
ACNAMtex,0.0,0.0
ACNML,0.0,0.0
ACOAD1f,-3.8749144750486075,-3.874863037503178
ACOAD2f,-3.8749144750486075,-3.874863037503178
ACOAD3f,-3.8749063413768106,-3.874863037503178
ACOAD4f,-3.8748692236695588,-3.8748230360234825
ACOAD5f,-3.8748692236702036,-3.874780150791533
ACOAD6f,-1.601666732066695,-1.6015804111640186
ACOAD7f,-1.5008174928824112,-1.5007316008101093
ACOAD8f,0.0,0.0
ACOATA,-0.00017154098637295334,4.0001475565265565e-05
ACODA,4.051199775425975,4.05122836558931
ACOLIPAabctex,0.0,0.0
ACONIs,0.0,0.0
ACONMT,0.0,0.0
ACONTa,13.463161525165752,13.463247295659645
ACONTb,13.463161525165752,13.46324729565038
ACOTA,-4.051228365583111,-4.051199775426544
ACPPAT120,0.0,8.577048552638189e-05
ACPPAT140,0.0,8.577048423319411e-05
ACPPAT141,0.0,8.577048257052411e-05
ACPPAT160,0.0,0.7504944561842635
ACPPAT161,0.0,0.5837493430294245
ACPPAT180,0.0,8.577050550684362e-05
ACPPAT181,0.0,0.3009000418980536
ACPS1,0.0,0.0
ACS,0.0,0.00017154097475291524
ACSERtex,-1.5594862403212062e-05,0.0
ACSERtpp,0.0,1.5594638796301297e-05
ACt2rpp,-1000.0,0.0
ACt4pp,0.0,1000.0
ACtex,-4.28852439210356e-05,0.0
ADA,0.0,8.577050610369952e-05
ADCL,0.011036331595619231,0.011036332489579243
ADCS,0.011036331595619231,0.011036332489579243
ADD,0.0,8.577051493530163e-05
ADEt2rpp,-9.591130099920187e-06,0.0
ADEtex,-9.530056430839817e-06,0.0
ADK1,0.0,41.25438734021564
ADK3,-9.586128729323121,31.66843015179944
ADK4,-0.000171540970541173,0.0
ADMDC,0.08344060569606881,0.08344376289236122
ADNCYC,0.0,8.577050925850926e-05
ADNK1,0.1027063706783693,0.4099510280745294
ADNUC,0.0,0.000171740229234274
ADNt2pp,0.0,1000.0
ADNt2rpp,-1000.0,0.0
ADNtex,-5.4747115427744575e-06,0.0
ADOCBIK,0.0,0.0
ADOCBLS,0.0,0.0
ADOCBLabcpp,0.0,0.0
ADOCBLtonex,0.0,0.0
ADPRDP,0.0,2.4505853767777802e-05
ADPT,0.0,0.00017154095175399287
ADSK,3.066627847863863,3.0666498711856245
ADSL1r,3.5925238954794345,3.5926096659840177
ADSL2r,5.380360123693602,5.380372376622459
ADSS,3.5925238954794345,3.5926096659870836
AGDC,0.0,2.6390925512709273e-05
AGM3PA,0.0,0.0
AGM3PApp,0.0,1.319546238570668e-05
AGM3PH,0.0,0.0
AGM3Pt2pp,0.0,0.0
AGM4PA,0.0,0.0
AGM4PApp,0.0,1.364211773363655e-05
AGM4PCP,0.0,0.0
AGM4PCPpp,0.0,1.319545959965751e-05
AGM4PH,0.0,0.0
AGM4Pt2pp,0.0,0.0
AGMH,0.0,1.3195459914183694e-05
AGMHE,0.40339524141563743,0.4033966010533762
AGMT,0.0,4.2908931010554596e-05
AGMt2pp,0.0,1.3195459716952573e-05
AGMtex,-9.04273338164785e-06,0.0
AGPAT120,0.0,0.0
AGPAT140,0.0,0.0
AGPAT141,0.0,0.0
AGPAT160,0.7504086856569749,0.7504087464412074
AGPAT161,0.5836635725244783,0.5836636198021058
AGPAT180,0.0,0.0
AGPAT181,0.3008142713949981,0.3008142957614066
AGPR,-4.051371316455268,-4.051199775425975
AGt3,0.0,0.0
AHCYSNS,0.01657924253153858,0.016589745042937795
AICART,6.519329340472181,6.51934159339916
AIRC2,5.380360123693576,5.380372376623538
AIRC3,-5.3803723766187455,-5.380360123693842
AKGDH,0.0,5.718032968571318e-05
AKGt2rpp,-1.7154096831006882e-05,0.0
AKGtex,-1.7154096831006882e-05,0.0
ALAALAD,0.0,0.00017154102294125728
ALAALAabcpp,0.007473151348789897,0.04077421276087184
ALAALAr,0.30043072175434316,0.3338844735307731
ALAALAtex,-1.225292713780135e-05,0.0
ALAGLUE,0.0,0.0
ALAR,0.30043072175434304,0.30060226272552454
ALATA_D2,0.0,0.00017154098115668148
ALATA_L,-1000.0,988.1170258766246
ALATA_L2,0.0,0.0001715409831888337
ALATRS,0.0,0.0
ALAabcpp,0.0,0.00017154100089422641
ALAt2pp,0.0,1000.0
ALAt2rpp,-1000.0,0.0
ALAt4pp,0.0,1000.0
ALAtex,-2.4505852106671e-05,0.0
ALCD19,-2.1442621701020514e-05,0.0
ALCD2x,-3.3645645487467846e-05,0.0
ALDD19xr,0.0,0.0
ALDD2x,0.0,0.0001715410148221963
ALDD2y,-1000.0,-257.1592367139826
ALDD3y,0.0,0.0
ALDD4,0.0,0.0
ALLK,0.0,0.0
ALLPI,0.0,0.0
ALLTAMH,0.0,1.2252930218312252e-05
ALLTN,0.0,1.225292859352578e-05
ALLTNt2rpp,-1.0125109022318668e-05,0.0
ALLTNtex,-1.0090646730986918e-05,0.0
ALLULPE,0.0,0.0
ALLabcpp,0.0,0.0
ALLtex,0.0,0.0
ALPATE160pp,0.0,0.0
ALPATG160pp,0.0,0.0
ALR2,0.0,0.00017154095407301284
ALR4x,0.0,0.0001728440756529892
ALTRH,0.0,0.0
AM3PA,0.0,0.0
AM4PA,0.0,0.0
AM4PCP,0.0,0.0
AMALT1,0.0,0.0
AMALT2,0.0,0.0
AMALT3,0.0,0.0
AMALT4,0.0,0.0
AMANAPEr,0.0,0.0
AMANK,0.0,0.0
AMAOTr,2.4745138106774e-05,2.4745138106774e-05
AMMQLT8,0.002759082898905301,0.0027590831223951416
AMPMS2,0.002759082898905301,0.0027590831223951416
AMPN,0.0,0.00017154096787484752
AMPTASECG,0.0,4.2885256856313014e-05
AMPTASEPG,0.0,0.0
AMPtex,0.0,0.0
ANHGMtex,-2.9074743708168427e-06,0.0
ANHMK,0.0,1.3195462582604733e-05
ANPRT,0.6833864790942243,0.6833923943029774
ANS,0.6833864790942243,0.6833923943021674
AOBUTDs,0.0,8.577378190466334e-05
AOXSr2,2.4745138106774e-05,2.4745138106774e-05
AP4AH,0.0,8.577047852043052e-05
AP4AS,0.0,8.577047852043052e-05
AP5AH,0.0,0.0
APCS,0.0,0.0
APG3PAT120,0.0,0.0
APG3PAT140,0.0,0.0
APG3PAT141,0.0,0.0
APG3PAT160,0.0,0.7504087464412028
APG3PAT161,0.0,0.583663619801978
APG3PAT180,0.0,0.0
APG3PAT181,0.0,0.3008142957614054
APH120,0.0,8.577047761093581e-05
APH140,0.0,8.577047262292581e-05
APH141,0.0,8.577047439928265e-05
APH160,0.0,8.577047583457897e-05
APH161,0.0,8.577049777613865e-05
APH180,0.0,8.577047688618222e-05
APH181,0.0,8.577047793778547e-05
APPLDHr,0.0,0.0
APRAUR,0.0055181657978118845,0.005518166244790295
ARAI,0.0,0.0
ARBTNR1,0.0,8.577047852043052e-05
ARBTNR2,0.0,8.577050971325662e-05
ARBTNR3,0.0,8.577049389657532e-05
ARBTNabcpp,0.0,0.00017154102299343776
ARBTNexs,0.0,0.00017154098911476012
ARBTNtex,0.0,0.00017154102299343776
ARBTNtonex,0.0,0.00017154102299343776
